Timestamp,Modello,Nome,Posizione,Numero Seriale,Air quality,Atmospheric pressure,Lux,Co2,Co2e,Comfort,Electrosmog,Electrosmog hf,Electrosmog lf,Humidity,Iaq,Pm10,Pm25,Sound,Temperature,Tvoc,Wifi level,Wifi number
2020-12-10 01:09:14,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,301.0,1220,100,100,1.4,164,51.6,61.7,5,4,44.6,20.3,124,-63,7
2020-12-10 01:14:12,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,310.0,1168,100,100,1.4,155,51.6,62.8,4,3,41.6,20.3,117,-63,6
2020-12-10 01:19:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,314.0,1118,100,100,1.4,150,51.7,60.8,4,3,41.7,20.3,109,-62,7
2020-12-10 01:24:09,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,311.0,1137,100,100,1.4,158,51.7,57.4,4,3,41.4,20.3,112,-63,6
2020-12-10 01:29:07,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,317.0,1086,100,100,1.3,146,51.6,56.4,4,3,41.5,20.3,104,-62,7
2020-12-10 01:34:06,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,316.0,1047,100,100,1.3,205,51.6,60.1,4,3,41.8,20.3,98,-62,6
2020-12-10 01:39:04,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,301.0,1068,100,100,1.4,155,51.5,57.9,4,3,43.9,20.3,101,-62,6
2020-12-10 01:44:03,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,300.0,1032,100,100,1.3,153,51.5,55.4,4,3,41.6,20.3,96,-62,7
2020-12-10 01:49:00,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,309.0,1032,100,100,1.3,195,51.4,57.9,3,2,41.7,20.3,96,-62,7
2020-12-10 01:53:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,304.0,945,100,100,1.3,165,51.4,53.5,4,3,42.5,20.3,83,-63,8
2020-12-10 01:58:58,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,313.0,981,100,100,1.4,152,51.4,54.8,4,3,41.6,20.3,88,-62,9
2020-12-10 02:03:56,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,315.0,935,100,100,1.3,158,51.3,53.7,3,2,41.3,20.3,81,-63,7
2020-12-10 02:08:54,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,307.0,935,100,100,1.3,222,51.4,52.7,4,3,41.6,20.3,81,-63,6
2020-12-10 02:13:52,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,304.0,897,100,100,1.3,158,51.3,53.8,4,3,41.8,20.2,75,-64,7
2020-12-10 02:18:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,293.0,855,100,100,1.3,154,51.2,51.5,3,2,41.3,20.2,69,-63,9
2020-12-10 02:23:48,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,308.0,855,100,100,1.3,181,51.2,50.5,3,2,41.7,20.2,69,-63,9
2020-12-10 02:28:47,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,307.0,853,100,100,1.3,148,51.2,50.2,3,2,42.2,20.2,69,-63,7
2020-12-10 02:33:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,0.0,310.0,832,100,100,1.3,151,51.2,52.0,4,3,41.5,20.2,65,-62,5
2020-12-10 02:38:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,0.0,310.0,815,100,100,1.3,161,51.2,52.6,3,2,40.6,20.2,63,-62,8
2020-12-10 02:43:41,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.0,0.0,310.0,795,100,100,1.3,188,51.2,46.6,3,2,42.7,20.2,60,-63,8
2020-12-10 02:48:40,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,0.0,311.0,778,100,100,1.3,159,51.1,49.1,5,4,42.4,20.2,57,-62,8
2020-12-10 02:53:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,309.0,765,100,100,1.4,148,51.1,47.3,4,3,41.9,20.2,55,-63,9
2020-12-10 02:58:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,312.0,744,100,100,1.3,148,51.1,46.8,3,2,42.4,20.2,52,-62,5
2020-12-10 03:03:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,317.0,733,100,100,1.3,220,51.1,46.5,3,2,41.8,20.2,50,-63,7
2020-12-10 03:08:33,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,0.0,306.0,714,100,100,1.3,166,51.0,46.0,3,2,42.8,20.1,47,-63,6
2020-12-10 03:13:31,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,296.0,683,100,100,1.3,146,51.0,43.1,3,2,41.7,20.2,43,-62,7
2020-12-10 03:18:30,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,305.0,699,100,100,1.3,191,51.0,42.5,3,2,43.3,20.2,45,-63,8
2020-12-10 03:23:28,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,299.0,668,100,100,1.4,183,51.0,41.8,3,2,42.1,20.1,40,-62,8
2020-12-10 03:28:27,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,297.0,675,100,100,1.3,152,50.9,45.3,3,2,42.4,20.1,41,-63,6
2020-12-10 03:33:24,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,297.0,657,100,100,1.3,158,50.9,43.7,3,2,41.4,20.1,39,-63,9
2020-12-10 03:38:21,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,305.0,638,100,100,1.3,186,50.8,38.1,3,2,40.3,20.1,36,-62,6
2020-12-10 03:43:21,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,298.0,638,100,100,1.3,158,50.8,41.2,9,8,41.6,20.1,36,-63,8
2020-12-10 03:48:20,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,302.0,629,100,100,1.2,167,50.8,41.5,3,2,41.2,20.1,34,-62,4
2020-12-10 03:53:18,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,307.0,629,100,100,1.3,162,50.8,40.8,4,3,40.7,20.1,34,-63,6
2020-12-10 03:58:16,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,306.0,620,100,100,1.4,184,50.8,40.0,2,1,42.5,20.1,33,-63,6
2020-12-10 04:03:15,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,299.0,607,100,100,1.4,151,50.7,36.7,3,2,41.0,20.1,31,-63,9
2020-12-10 04:08:12,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,305.0,588,100,100,1.3,158,50.7,36.9,3,2,41.9,20.1,28,-62,9
2020-12-10 04:13:11,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,310.0,565,100,100,1.3,208,50.8,38.0,2,1,41.2,20.1,25,-63,8
2020-12-10 04:18:09,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,297.0,560,100,100,1.3,165,50.7,35.7,2,1,41.5,20.1,24,-63,7
2020-12-10 04:23:08,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,303.0,556,100,100,1.3,161,50.6,37.8,3,2,40.8,20.1,23,-63,8
2020-12-10 04:28:06,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,303.0,536,100,100,1.4,165,50.7,35.4,2,1,42.0,20.1,20,-64,7
2020-12-10 04:33:04,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,303.0,530,100,100,1.2,157,50.7,35.9,4,3,45.6,20.0,19,-63,8
2020-12-10 04:38:02,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,293.0,520,100,100,1.3,163,50.6,37.8,2,1,42.9,20.0,18,-63,9
2020-12-10 04:43:01,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,303.0,527,100,100,1.3,156,50.7,33.7,3,2,37.1,20.0,19,-63,7
2020-12-10 04:47:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,301.0,527,100,100,1.3,191,50.7,36.7,2,1,36.5,20.1,19,-62,9
2020-12-10 04:52:57,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,296.0,517,100,100,1.2,151,50.7,30.0,2,1,38.4,20.0,17,-63,7
2020-12-10 04:57:56,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,297.0,517,100,100,1.3,161,50.6,34.6,3,2,35.3,20.0,17,-63,8
2020-12-10 05:02:53,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,301.0,491,100,100,1.3,174,50.5,32.4,2,1,36.6,20.1,13,-63,8
2020-12-10 05:07:52,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,298.0,496,100,100,1.3,163,50.5,30.5,3,2,38.1,20.1,14,-62,6
2020-12-10 05:12:49,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,290.0,486,100,100,1.3,158,50.5,27.6,2,1,35.5,20.1,13,-63,7
2020-12-10 05:17:48,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,295.0,492,100,100,1.3,168,50.4,28.0,3,2,36.9,20.2,14,-63,8
2020-12-10 05:22:46,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.5,0.0,300.0,480,100,100,1.4,221,50.4,28.5,2,1,41.2,20.2,12,-63,6
2020-12-10 05:27:44,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,296.0,492,100,100,1.3,164,50.3,26.0,3,2,37.4,20.2,14,-62,7
2020-12-10 05:32:42,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,299.0,492,100,100,1.3,158,50.3,31.1,3,2,34.1,20.3,14,-63,8
2020-12-10 05:37:41,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,306.0,495,100,100,1.3,169,50.2,31.0,4,3,33.0,20.4,14,-63,5
2020-12-10 05:42:39,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,303.0,502,100,100,1.3,158,50.3,29.7,2,1,37.0,20.4,15,-63,6
2020-12-10 05:47:38,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,299.0,542,100,100,1.2,158,50.2,30.8,3,2,38.0,20.4,21,-62,7
2020-12-10 05:52:36,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,305.0,526,100,100,1.2,156,50.1,28.9,3,2,37.7,20.5,19,-62,8
2020-12-10 05:57:35,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,307.0,549,100,100,1.2,160,50.1,27.2,3,2,50.2,20.6,22,-63,11
2020-12-10 06:02:33,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,306.0,540,100,100,1.3,156,50.0,31.8,2,1,39.3,20.5,21,-63,8
2020-12-10 06:07:32,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,308.0,534,100,100,1.3,152,49.9,29.6,2,1,39.1,20.6,20,-63,5
2020-12-10 06:12:29,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,317.0,551,100,100,1.3,145,49.9,28.9,3,2,37.1,20.6,23,-78,4
2020-12-10 06:17:28,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,316.0,560,100,100,1.3,161,49.9,30.7,2,1,35.1,20.6,24,-63,8
2020-12-10 06:22:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.0,318.0,572,100,100,1.3,161,49.8,30.5,2,1,33.8,20.6,26,-62,11
2020-12-10 06:27:24,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,317.0,565,100,100,1.3,150,49.7,31.6,3,2,36.4,20.7,25,-63,9
2020-12-10 06:32:22,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,316.0,546,100,100,1.3,163,49.7,29.9,2,1,36.4,20.7,22,-63,8
2020-12-10 06:37:22,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,302.0,546,100,100,1.3,158,49.8,31.0,3,2,38.0,20.6,22,-63,10
2020-12-10 06:42:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.0,303.0,552,100,100,1.2,164,49.7,29.2,3,2,38.3,20.7,23,-63,6
2020-12-10 06:47:16,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,312.0,545,100,100,1.3,145,49.7,32.9,3,2,37.5,20.7,22,-63,8
2020-12-10 06:52:15,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,317.0,534,100,100,1.4,172,49.7,30.9,3,2,38.9,20.7,20,-62,9
2020-12-10 06:57:13,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,318.0,555,100,100,1.3,154,49.6,30.8,3,2,41.4,20.7,23,-62,6
2020-12-10 07:02:13,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.0,320.0,549,100,100,1.3,160,49.5,31.2,4,3,38.3,20.7,22,-63,8
2020-12-10 07:07:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.2,320.0,540,100,100,1.4,145,49.6,34.0,3,2,39.0,20.7,21,-62,8
2020-12-10 07:12:09,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.6,0.3,323.0,553,100,100,1.2,201,49.6,33.7,2,1,40.3,20.7,23,-63,6
2020-12-10 07:17:08,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.4,311.0,565,100,100,1.4,157,49.7,32.4,6,5,39.2,20.7,25,-63,8
2020-12-10 07:22:05,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.7,0.5,309.0,530,100,100,1.3,158,49.5,32.2,2,1,37.1,20.7,19,-62,11
2020-12-10 07:27:03,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.7,316.0,536,100,100,1.3,158,49.5,30.8,2,1,37.7,20.7,20,-63,7
2020-12-10 07:32:02,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,0.7,321.0,524,100,100,1.3,159,49.6,32.4,2,1,39.8,20.7,18,-63,6
2020-12-10 07:37:00,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,0.8,318.0,529,100,100,1.3,151,49.6,31.0,2,1,37.0,20.7,19,-63,7
2020-12-10 07:41:59,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,1.7,322.0,481,100,100,1.3,144,49.5,28.8,2,1,40.9,20.7,12,-63,10
2020-12-10 07:46:56,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,2.3,332.0,475,100,100,1.3,211,49.4,30.5,4,3,49.7,20.6,11,-63,6
2020-12-10 07:51:56,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,18.5,361.0,443,100,100,1.4,150,49.5,25.4,4,3,49.4,20.5,6,-65,7
2020-12-10 07:56:53,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,17.5,367.0,427,100,100,1.3,148,49.0,33.7,4,3,60.4,20.5,4,-64,7
2020-12-10 08:01:51,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,80,1001.8,21.5,361.0,584,100,100,1.2,204,49.1,278.7,4,3,65.3,20.4,28,-66,6
2020-12-10 08:06:50,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,55,1001.9,24.6,388.0,3464,95,100,1.2,164,49.8,321.0,4,3,76.4,20.4,2000,-77,7
2020-12-10 08:11:48,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1001.9,27.4,411.0,2414,100,100,1.3,159,50.2,188.3,5,4,62.7,20.4,1603,-64,8
2020-12-10 08:16:46,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,65,1001.8,28.9,436.0,2268,100,100,1.3,160,49.1,186.5,6,5,68.8,20.5,1286,-65,4
2020-12-10 08:21:45,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,88,1001.9,49.6,430.0,1841,100,100,1.3,189,46.7,142.5,4,3,69.3,20.4,503,-68,6
2020-12-10 08:26:43,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,53.0,410.0,1610,100,100,1.3,158,46.1,102.5,5,4,61.9,20.3,254,-67,6
2020-12-10 08:31:41,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,53.5,398.0,942,95,100,1.3,171,45.8,77.0,5,4,70.3,20.1,82,-73,7
2020-12-10 08:36:40,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,58.8,396.0,572,100,100,1.2,167,45.9,50.7,5,4,69.9,20.0,26,-69,9
2020-12-10 08:41:38,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,61.0,392.0,415,95,100,1.2,215,46.3,37.2,4,3,72.1,19.9,2,-65,4
2020-12-10 08:46:37,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,59.8,386.0,400,95,100,1.2,171,46.5,26.9,4,3,71.7,19.8,0,-76,5
2020-12-10 08:51:34,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,62.2,383.0,415,100,100,1.2,160,47.3,25.0,6,5,51.2,19.8,2,-64,5
2020-12-10 08:56:33,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,69.9,392.0,400,95,100,1.2,222,47.3,25.0,5,4,71.1,19.7,0,-64,6
2020-12-10 09:01:31,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,58.3,430.0,599,95,100,1.2,168,48.4,41.4,3,2,73.7,19.6,30,-80,3
2020-12-10 09:06:28,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,71.4,458.0,650,100,100,1.2,176,48.8,45.7,4,3,61.5,19.7,38,-65,9
2020-12-10 09:11:28,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,60.3,454.0,480,100,100,1.2,168,48.3,26.1,6,5,67.9,19.7,12,-68,8
2020-12-10 09:16:26,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.8,58.3,425.0,421,100,100,1.2,210,47.9,25.0,5,4,44.5,19.6,3,-65,6
2020-12-10 09:21:25,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,69.0,366.0,400,100,100,1.2,159,47.8,28.5,6,5,47.8,19.6,0,-70,6
2020-12-10 09:26:23,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1001.9,56.2,345.0,406,100,100,1.2,165,47.9,25.9,5,4,46.6,19.5,0,-62,7
2020-12-10 09:31:21,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.0,57.9,332.0,400,100,100,1.2,199,47.8,25.0,8,7,46.3,19.4,0,-66,7
2020-12-10 09:36:19,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.1,81.5,320.0,400,100,100,1.2,161,48.1,25.0,6,5,50.1,19.3,0,-65,4
2020-12-10 09:41:17,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.2,122.3,319.0,400,100,100,1.2,159,48.3,25.0,5,4,47.8,19.3,0,-63,6
2020-12-10 09:46:16,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.2,84.0,323.0,413,100,100,1.2,165,49.0,25.0,7,6,58.0,19.2,1,-64,9
2020-12-10 09:51:14,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.1,145.8,328.0,408,100,100,1.1,166,49.0,25.0,9,8,59.2,19.0,1,-65,6
2020-12-10 09:56:12,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.0,59.8,342.0,432,95,100,1.0,156,49.4,35.7,11,10,78.2,19.0,4,-66,6
2020-12-10 10:01:10,Aircare PRO+,SUORE DI IVREA,TERZA ELEMENTARE,17120003-00-19/001-000073,100,1002.1,107.7,373.0,1012,100,100,1.1,153,50.5,57.4,5,4,56.4,19.0,93,-62,7
